image_index,image_name,label_id,class
4,11500X04.png,27,1
4,11500X04.png,28,1
4,11500X04.png,29,0
4,11500X04.png,30,1
4,11500X04.png,32,1
4,11500X04.png,33,0
4,11500X04.png,34,1
4,11500X04.png,35,1
4,11500X04.png,36,1
4,11500X04.png,37,1
4,11500X04.png,38,1
4,11500X04.png,39,1
4,11500X04.png,40,1
4,11500X04.png,41,1
4,11500X04.png,42,1
4,11500X04.png,43,1
4,11500X04.png,44,1
4,11500X04.png,45,1
4,11500X04.png,46,1
4,11500X04.png,47,1
4,11500X04.png,48,1
4,11500X04.png,49,1
4,11500X04.png,50,1
4,11500X04.png,51,1
4,11500X04.png,52,1
4,11500X04.png,53,0
4,11500X04.png,54,1
4,11500X04.png,55,0
4,11500X04.png,56,1
5,11500X05.png,1,1
5,11500X05.png,2,1
5,11500X05.png,3,0
5,11500X05.png,4,1
5,11500X05.png,5,1
5,11500X05.png,6,1
5,11500X05.png,7,0
5,11500X05.png,8,1
5,11500X05.png,9,1
5,11500X05.png,10,1
5,11500X05.png,11,1
5,11500X05.png,12,1
5,11500X05.png,13,1
5,11500X05.png,14,1
5,11500X05.png,15,1
5,11500X05.png,16,1
5,11500X05.png,17,1
5,11500X05.png,18,1
5,11500X05.png,19,1
5,11500X05.png,20,1
5,11500X05.png,21,1
5,11500X05.png,22,0
5,11500X05.png,23,0
5,11500X05.png,24,1
5,11500X05.png,25,1
5,11500X05.png,27,1
5,11500X05.png,28,1
5,11500X05.png,29,0
5,11500X05.png,30,1
5,11500X05.png,32,1
5,11500X05.png,33,0
5,11500X05.png,34,1
5,11500X05.png,35,1
5,11500X05.png,36,1
5,11500X05.png,37,1
5,11500X05.png,38,1
5,11500X05.png,39,1
5,11500X05.png,40,1
5,11500X05.png,41,1
5,11500X05.png,42,1
5,11500X05.png,43,1
5,11500X05.png,44,1
5,11500X05.png,45,1
5,11500X05.png,46,1
5,11500X05.png,47,1
5,11500X05.png,48,1
5,11500X05.png,49,1
5,11500X05.png,50,1
5,11500X05.png,51,1
5,11500X05.png,52,1
5,11500X05.png,53,0
5,11500X05.png,54,1
5,11500X05.png,55,0
5,11500X05.png,56,1
6,11500X06.png,1,1
6,11500X06.png,2,1
6,11500X06.png,3,1
6,11500X06.png,4,1
6,11500X06.png,5,1
6,11500X06.png,6,1
6,11500X06.png,7,1
6,11500X06.png,8,1
6,11500X06.png,9,1
6,11500X06.png,10,1
6,11500X06.png,12,1
6,11500X06.png,13,1
6,11500X06.png,14,1
6,11500X06.png,15,1
6,11500X06.png,16,1
6,11500X06.png,17,1
6,11500X06.png,18,1
6,11500X06.png,19,1
6,11500X06.png,20,1
6,11500X06.png,21,1
6,11500X06.png,22,1
7,11500X07.png,1,1
7,11500X07.png,2,1
7,11500X07.png,3,1
7,11500X07.png,4,1
7,11500X07.png,5,1
7,11500X07.png,6,1
7,11500X07.png,7,1
7,11500X07.png,8,1
7,11500X07.png,9,1
7,11500X07.png,10,1
7,11500X07.png,12,1
7,11500X07.png,13,1
7,11500X07.png,14,1
7,11500X07.png,15,1
7,11500X07.png,16,1
7,11500X07.png,17,1
7,11500X07.png,18,1
7,11500X07.png,19,1
7,11500X07.png,20,1
7,11500X07.png,21,1
7,11500X07.png,22,1
8,11500X08.png,1,1
8,11500X08.png,2,0
8,11500X08.png,3,1
8,11500X08.png,4,1
8,11500X08.png,5,1
8,11500X08.png,6,1
8,11500X08.png,7,1
8,11500X08.png,8,1
8,11500X08.png,9,1
8,11500X08.png,10,1
8,11500X08.png,11,1
8,11500X08.png,12,1
8,11500X08.png,13,1
8,11500X08.png,14,1
8,11500X08.png,15,1
8,11500X08.png,16,1
8,11500X08.png,17,1
8,11500X08.png,18,1
8,11500X08.png,19,1
8,11500X08.png,20,1
8,11500X08.png,21,1
9,11500X09.png,1,1
9,11500X09.png,2,0
9,11500X09.png,3,1
9,11500X09.png,4,1
9,11500X09.png,5,1
9,11500X09.png,6,1
9,11500X09.png,7,1
9,11500X09.png,8,1
9,11500X09.png,9,1
9,11500X09.png,10,1
9,11500X09.png,11,1
9,11500X09.png,12,1
9,11500X09.png,13,1
9,11500X09.png,14,1
9,11500X09.png,15,1
9,11500X09.png,16,1
9,11500X09.png,17,1
9,11500X09.png,18,1
9,11500X09.png,19,1
9,11500X09.png,20,1
9,11500X09.png,21,1
10,11500X10.png,1,1
10,11500X10.png,2,1
10,11500X10.png,3,1
10,11500X10.png,4,1
10,11500X10.png,6,1
10,11500X10.png,7,1
10,11500X10.png,8,1
10,11500X10.png,9,1
10,11500X10.png,10,1
10,11500X10.png,11,1
10,11500X10.png,12,1
10,11500X10.png,13,1
10,11500X10.png,14,0
10,11500X10.png,15,1
10,11500X10.png,16,1
10,11500X10.png,17,1
10,11500X10.png,18,1
10,11500X10.png,19,1
10,11500X10.png,20,1
10,11500X10.png,21,1
11,11500X100.png,1,1
11,11500X100.png,2,1
11,11500X100.png,3,1
11,11500X100.png,4,1
11,11500X100.png,5,1
11,11500X100.png,6,1
11,11500X100.png,7,1
11,11500X100.png,8,1
11,11500X100.png,9,1
11,11500X100.png,10,1
11,11500X100.png,11,1
11,11500X100.png,12,1
11,11500X100.png,13,1
11,11500X100.png,17,1
12,11500X1000.png,1,1
12,11500X1000.png,2,1
12,11500X1000.png,3,1
12,11500X1000.png,4,1
12,11500X1000.png,5,1
12,11500X1000.png,6,1
12,11500X1000.png,7,1
12,11500X1000.png,8,1
12,11500X1000.png,9,1
12,11500X1000.png,10,1
12,11500X1000.png,11,1
12,11500X1000.png,12,1
12,11500X1000.png,13,1
12,11500X1000.png,14,1
12,11500X1000.png,15,1
12,11500X1000.png,16,1
12,11500X1000.png,17,1
12,11500X1000.png,18,1
13,11500X10000.png,1,0
13,11500X10000.png,2,1
13,11500X10000.png,4,1
13,11500X10000.png,5,1
13,11500X10000.png,6,1
13,11500X10000.png,7,1
13,11500X10000.png,8,0
13,11500X10000.png,9,1
13,11500X10000.png,10,1
13,11500X10000.png,11,1
13,11500X10000.png,12,1
13,11500X10000.png,13,1
13,11500X10000.png,14,1
13,11500X10000.png,15,1
13,11500X10000.png,16,1
13,11500X10000.png,17,1
13,11500X10000.png,18,1
13,11500X10000.png,19,1
13,11500X10000.png,20,1
13,11500X10000.png,21,1
13,11500X10000.png,22,1
13,11500X10000.png,23,1
13,11500X10000.png,24,1
13,11500X10000.png,25,0
13,11500X10000.png,26,1
13,11500X10000.png,27,1
13,11500X10000.png,28,1
13,11500X10000.png,29,1
13,11500X10000.png,30,0
13,11500X10000.png,31,1
13,11500X10000.png,32,1
13,11500X10000.png,33,0
13,11500X10000.png,34,1
13,11500X10000.png,35,1
13,11500X10000.png,36,0
13,11500X10000.png,37,1
13,11500X10000.png,38,1
13,11500X10000.png,39,1
13,11500X10000.png,40,1
13,11500X10000.png,41,1
13,11500X10000.png,42,1
13,11500X10000.png,43,1
13,11500X10000.png,44,1
13,11500X10000.png,45,1
13,11500X10000.png,46,1
13,11500X10000.png,47,1
13,11500X10000.png,48,1
13,11500X10000.png,49,1
13,11500X10000.png,50,1
13,11500X10000.png,51,1
13,11500X10000.png,52,1
13,11500X10000.png,53,1
13,11500X10000.png,54,1
13,11500X10000.png,55,1
13,11500X10000.png,56,1
13,11500X10000.png,57,1
13,11500X10000.png,58,1
13,11500X10000.png,59,1
13,11500X10000.png,60,1
13,11500X10000.png,61,1
13,11500X10000.png,62,0
13,11500X10000.png,63,1
13,11500X10000.png,64,1
13,11500X10000.png,65,1
13,11500X10000.png,66,0
13,11500X10000.png,67,1
13,11500X10000.png,68,1
13,11500X10000.png,69,1
13,11500X10000.png,70,1
13,11500X10000.png,71,1
13,11500X10000.png,72,0
13,11500X10000.png,73,1
13,11500X10000.png,74,0
13,11500X10000.png,75,1
13,11500X10000.png,76,0
13,11500X10000.png,77,0
13,11500X10000.png,78,1
13,11500X10000.png,79,1
13,11500X10000.png,80,1
13,11500X10000.png,81,1
13,11500X10000.png,82,1
13,11500X10000.png,83,0
13,11500X10000.png,84,1
13,11500X10000.png,85,1
13,11500X10000.png,86,1
13,11500X10000.png,87,1
13,11500X10000.png,88,1
13,11500X10000.png,89,1
13,11500X10000.png,90,0
13,11500X10000.png,91,1
13,11500X10000.png,92,1
13,11500X10000.png,93,0
13,11500X10000.png,94,1
13,11500X10000.png,95,1
13,11500X10000.png,96,1
13,11500X10000.png,97,1
13,11500X10000.png,98,1
13,11500X10000.png,99,1
13,11500X10000.png,100,1
13,11500X10000.png,101,1
13,11500X10000.png,102,1
13,11500X10000.png,103,1
13,11500X10000.png,104,1
13,11500X10000.png,105,1
13,11500X10000.png,106,0
13,11500X10000.png,107,1
13,11500X10000.png,108,1
13,11500X10000.png,109,1
13,11500X10000.png,110,1
13,11500X10000.png,111,1
13,11500X10000.png,112,1
13,11500X10000.png,113,0
13,11500X10000.png,114,0
13,11500X10000.png,115,1
13,11500X10000.png,116,1
13,11500X10000.png,117,0
13,11500X10000.png,118,1
13,11500X10000.png,119,1
13,11500X10000.png,120,1
13,11500X10000.png,121,1
13,11500X10000.png,122,1
13,11500X10000.png,123,1
13,11500X10000.png,124,1
13,11500X10000.png,125,1
13,11500X10000.png,126,1
13,11500X10000.png,127,1
13,11500X10000.png,128,1
13,11500X10000.png,129,0
13,11500X10000.png,130,1
13,11500X10000.png,131,1
13,11500X10000.png,132,0
13,11500X10000.png,133,1
13,11500X10000.png,134,1
13,11500X10000.png,135,1
13,11500X10000.png,136,0
13,11500X10000.png,137,0
13,11500X10000.png,138,1
13,11500X10000.png,139,1
13,11500X10000.png,140,1
13,11500X10000.png,141,1
13,11500X10000.png,142,1
13,11500X10000.png,143,0
13,11500X10000.png,144,1
13,11500X10000.png,145,0
13,11500X10000.png,146,1
13,11500X10000.png,147,1
13,11500X10000.png,148,1
13,11500X10000.png,149,1
13,11500X10000.png,150,0
13,11500X10000.png,151,1
13,11500X10000.png,152,1
13,11500X10000.png,153,1
13,11500X10000.png,154,1
13,11500X10000.png,155,1
13,11500X10000.png,156,0
13,11500X10000.png,157,1
13,11500X10000.png,158,1
13,11500X10000.png,159,0
13,11500X10000.png,160,0
13,11500X10000.png,161,0
13,11500X10000.png,162,0
13,11500X10000.png,163,1
13,11500X10000.png,164,1
13,11500X10000.png,165,1
13,11500X10000.png,166,1
13,11500X10000.png,167,1
13,11500X10000.png,168,0
13,11500X10000.png,169,1
13,11500X10000.png,170,1
13,11500X10000.png,171,1
13,11500X10000.png,172,1
13,11500X10000.png,173,1
13,11500X10000.png,174,0
13,11500X10000.png,175,1
13,11500X10000.png,176,1
13,11500X10000.png,177,1
13,11500X10000.png,178,1
13,11500X10000.png,179,1
14,11500X100000.png,1,1
14,11500X100000.png,2,1
14,11500X100000.png,3,1
14,11500X100000.png,4,1
14,11500X100000.png,5,0
14,11500X100000.png,6,1
14,11500X100000.png,7,1
14,11500X100000.png,8,0
14,11500X100000.png,9,1
14,11500X100000.png,10,1
14,11500X100000.png,11,0
14,11500X100000.png,12,1
14,11500X100000.png,13,1
14,11500X100000.png,14,1
14,11500X100000.png,15,1
14,11500X100000.png,16,1
14,11500X100000.png,17,1
14,11500X100000.png,18,1
14,11500X100000.png,19,0
14,11500X100000.png,20,1
14,11500X100000.png,21,1
14,11500X100000.png,22,1
14,11500X100000.png,23,1
14,11500X100000.png,24,1
14,11500X100000.png,25,1
14,11500X100000.png,26,1
14,11500X100000.png,27,1
14,11500X100000.png,28,0
14,11500X100000.png,29,1
14,11500X100000.png,30,0
14,11500X100000.png,31,0
14,11500X100000.png,32,0
14,11500X100000.png,33,1
14,11500X100000.png,34,0
14,11500X100000.png,35,1
14,11500X100000.png,36,0
14,11500X100000.png,37,1
14,11500X100000.png,38,1
14,11500X100000.png,39,1
14,11500X100000.png,40,1
14,11500X100000.png,41,1
14,11500X100000.png,42,1
14,11500X100000.png,43,1
14,11500X100000.png,44,1
14,11500X100000.png,45,1
14,11500X100000.png,46,1
14,11500X100000.png,47,1
14,11500X100000.png,48,1
14,11500X100000.png,49,1
14,11500X100000.png,50,1
14,11500X100000.png,51,1
14,11500X100000.png,52,1
14,11500X100000.png,53,0
14,11500X100000.png,54,1
14,11500X100000.png,55,1
14,11500X100000.png,56,1
14,11500X100000.png,57,1
14,11500X100000.png,58,1
14,11500X100000.png,59,1
14,11500X100000.png,60,1
14,11500X100000.png,61,1
14,11500X100000.png,62,1
14,11500X100000.png,63,1
14,11500X100000.png,64,1
14,11500X100000.png,65,0
14,11500X100000.png,66,1
14,11500X100000.png,67,1
14,11500X100000.png,68,1
14,11500X100000.png,69,1
14,11500X100000.png,70,1
14,11500X100000.png,71,1
14,11500X100000.png,72,1
14,11500X100000.png,73,1
14,11500X100000.png,74,1
14,11500X100000.png,75,0
14,11500X100000.png,76,1
14,11500X100000.png,77,1
14,11500X100000.png,78,1
14,11500X100000.png,79,1
14,11500X100000.png,80,1
14,11500X100000.png,81,1
14,11500X100000.png,82,1
14,11500X100000.png,83,1
14,11500X100000.png,84,1
14,11500X100000.png,85,1
14,11500X100000.png,86,1
14,11500X100000.png,87,1
15,11500X100001.png,1,1
15,11500X100001.png,2,1
15,11500X100001.png,3,1
15,11500X100001.png,4,1
15,11500X100001.png,5,0
15,11500X100001.png,6,1
15,11500X100001.png,7,1
15,11500X100001.png,8,0
15,11500X100001.png,9,1
15,11500X100001.png,10,1
15,11500X100001.png,11,0
15,11500X100001.png,12,1
15,11500X100001.png,13,1
15,11500X100001.png,14,1
15,11500X100001.png,15,1
15,11500X100001.png,16,1
15,11500X100001.png,17,1
15,11500X100001.png,18,1
15,11500X100001.png,19,0
15,11500X100001.png,20,1
15,11500X100001.png,21,1
15,11500X100001.png,22,1
15,11500X100001.png,23,1
15,11500X100001.png,24,1
15,11500X100001.png,25,1
15,11500X100001.png,26,1
15,11500X100001.png,27,1
15,11500X100001.png,28,0
15,11500X100001.png,29,1
15,11500X100001.png,30,0
15,11500X100001.png,31,0
15,11500X100001.png,32,0
15,11500X100001.png,33,1
15,11500X100001.png,34,0
15,11500X100001.png,35,1
15,11500X100001.png,36,0
15,11500X100001.png,37,1
15,11500X100001.png,38,1
15,11500X100001.png,39,1
15,11500X100001.png,40,1
15,11500X100001.png,41,1
15,11500X100001.png,42,1
15,11500X100001.png,43,1
15,11500X100001.png,44,1
15,11500X100001.png,45,1
15,11500X100001.png,46,1
15,11500X100001.png,47,1
15,11500X100001.png,48,1
15,11500X100001.png,49,1
15,11500X100001.png,50,1
15,11500X100001.png,51,1
15,11500X100001.png,52,1
15,11500X100001.png,53,0
15,11500X100001.png,54,1
15,11500X100001.png,55,1
15,11500X100001.png,56,1
15,11500X100001.png,57,1
15,11500X100001.png,58,1
15,11500X100001.png,59,1
15,11500X100001.png,60,1
15,11500X100001.png,61,1
15,11500X100001.png,62,1
15,11500X100001.png,63,1
15,11500X100001.png,64,1
15,11500X100001.png,65,0
15,11500X100001.png,66,1
15,11500X100001.png,67,1
15,11500X100001.png,68,1
15,11500X100001.png,69,1
15,11500X100001.png,70,1
15,11500X100001.png,71,1
15,11500X100001.png,72,1
15,11500X100001.png,73,1
15,11500X100001.png,74,1
15,11500X100001.png,75,0
15,11500X100001.png,76,1
15,11500X100001.png,77,1
15,11500X100001.png,78,1
15,11500X100001.png,79,1
15,11500X100001.png,80,1
15,11500X100001.png,81,1
15,11500X100001.png,82,1
15,11500X100001.png,83,1
15,11500X100001.png,84,1
15,11500X100001.png,85,1
15,11500X100001.png,86,1
15,11500X100001.png,87,1
16,11500X100002.png,1,1
16,11500X100002.png,2,1
16,11500X100002.png,3,1
16,11500X100002.png,4,0
16,11500X100002.png,5,1
16,11500X100002.png,6,1
16,11500X100002.png,7,1
16,11500X100002.png,8,1
16,11500X100002.png,9,1
16,11500X100002.png,10,1
16,11500X100002.png,11,1
16,11500X100002.png,12,1
16,11500X100002.png,13,1
16,11500X100002.png,14,1
16,11500X100002.png,15,0
16,11500X100002.png,16,1
16,11500X100002.png,17,1
16,11500X100002.png,18,1
16,11500X100002.png,19,1
16,11500X100002.png,20,1
16,11500X100002.png,21,1
16,11500X100002.png,22,1
16,11500X100002.png,23,1
16,11500X100002.png,24,1
16,11500X100002.png,25,1
16,11500X100002.png,26,1
16,11500X100002.png,27,1
16,11500X100002.png,28,1
16,11500X100002.png,30,1
16,11500X100002.png,32,1
17,11500X100003.png,1,1
17,11500X100003.png,2,1
17,11500X100003.png,3,1
17,11500X100003.png,4,0
17,11500X100003.png,5,1
17,11500X100003.png,6,1
17,11500X100003.png,7,1
17,11500X100003.png,8,1
17,11500X100003.png,9,1
17,11500X100003.png,10,1
17,11500X100003.png,11,1
17,11500X100003.png,12,1
17,11500X100003.png,13,1
17,11500X100003.png,14,1
17,11500X100003.png,15,0
17,11500X100003.png,16,1
17,11500X100003.png,17,1
17,11500X100003.png,18,1
17,11500X100003.png,19,1
17,11500X100003.png,20,1
17,11500X100003.png,21,1
17,11500X100003.png,22,1
17,11500X100003.png,23,1
17,11500X100003.png,24,1
17,11500X100003.png,25,1
17,11500X100003.png,26,1
17,11500X100003.png,27,1
17,11500X100003.png,28,1
17,11500X100003.png,30,1
17,11500X100003.png,32,1
18,11500X100004.png,2,1
18,11500X100004.png,3,0
18,11500X100004.png,4,1
18,11500X100004.png,5,1
18,11500X100004.png,6,1
18,11500X100004.png,7,1
18,11500X100004.png,8,1
18,11500X100004.png,9,1
18,11500X100004.png,10,0
18,11500X100004.png,11,1
18,11500X100004.png,12,1
18,11500X100004.png,13,1
18,11500X100004.png,14,0
18,11500X100004.png,15,1
18,11500X100004.png,16,0
18,11500X100004.png,17,1
18,11500X100004.png,18,1
18,11500X100004.png,19,1
18,11500X100004.png,20,1
18,11500X100004.png,21,1
18,11500X100004.png,22,1
18,11500X100004.png,23,1
18,11500X100004.png,24,0
18,11500X100004.png,25,1
18,11500X100004.png,26,1
18,11500X100004.png,27,1
18,11500X100004.png,28,1
18,11500X100004.png,29,1
18,11500X100004.png,30,1
18,11500X100004.png,31,1
18,11500X100004.png,32,1
18,11500X100004.png,33,0
18,11500X100004.png,34,1
18,11500X100004.png,35,1
18,11500X100004.png,36,1
18,11500X100004.png,37,1
18,11500X100004.png,38,1
18,11500X100004.png,39,1
18,11500X100004.png,40,0
18,11500X100004.png,41,1
18,11500X100004.png,42,1
18,11500X100004.png,43,1
18,11500X100004.png,44,1
18,11500X100004.png,45,1
18,11500X100004.png,46,1
18,11500X100004.png,47,1
18,11500X100004.png,48,1
18,11500X100004.png,49,1
18,11500X100004.png,50,1
18,11500X100004.png,51,1
18,11500X100004.png,52,1
18,11500X100004.png,53,1
18,11500X100004.png,54,1
18,11500X100004.png,55,1
18,11500X100004.png,56,1
18,11500X100004.png,57,1
18,11500X100004.png,58,1
18,11500X100004.png,59,1
18,11500X100004.png,60,1
18,11500X100004.png,61,1
18,11500X100004.png,62,1
18,11500X100004.png,63,1
18,11500X100004.png,64,1
18,11500X100004.png,65,1
18,11500X100004.png,66,1
18,11500X100004.png,67,0
18,11500X100004.png,68,1
18,11500X100004.png,69,1
18,11500X100004.png,70,1
18,11500X100004.png,71,1
18,11500X100004.png,72,1
18,11500X100004.png,73,1
18,11500X100004.png,74,0
18,11500X100004.png,75,1
18,11500X100004.png,76,1
18,11500X100004.png,77,1
18,11500X100004.png,78,0
18,11500X100004.png,79,1
18,11500X100004.png,80,1
18,11500X100004.png,81,1
18,11500X100004.png,82,1
18,11500X100004.png,83,1
18,11500X100004.png,84,0
18,11500X100004.png,85,1
18,11500X100004.png,86,1
18,11500X100004.png,87,1
18,11500X100004.png,88,0
18,11500X100004.png,89,1
18,11500X100004.png,90,0
18,11500X100004.png,91,1
18,11500X100004.png,92,1
18,11500X100004.png,93,1
18,11500X100004.png,94,1
18,11500X100004.png,95,1
19,11500X100005.png,2,1
19,11500X100005.png,3,0
19,11500X100005.png,4,1
19,11500X100005.png,5,1
19,11500X100005.png,6,1
19,11500X100005.png,7,1
19,11500X100005.png,8,1
19,11500X100005.png,9,1
19,11500X100005.png,10,0
19,11500X100005.png,11,1
19,11500X100005.png,12,1
19,11500X100005.png,13,1
19,11500X100005.png,14,0
19,11500X100005.png,15,1
19,11500X100005.png,16,0
19,11500X100005.png,17,1
19,11500X100005.png,18,1
19,11500X100005.png,19,1
19,11500X100005.png,20,1
19,11500X100005.png,21,1
19,11500X100005.png,22,1
19,11500X100005.png,23,1
19,11500X100005.png,24,0
19,11500X100005.png,25,1
19,11500X100005.png,26,1
19,11500X100005.png,27,1
19,11500X100005.png,28,1
19,11500X100005.png,29,1
19,11500X100005.png,30,1
19,11500X100005.png,31,1
19,11500X100005.png,32,1
19,11500X100005.png,33,0
19,11500X100005.png,34,1
19,11500X100005.png,35,1
19,11500X100005.png,36,1
19,11500X100005.png,37,1
19,11500X100005.png,38,1
19,11500X100005.png,39,1
19,11500X100005.png,40,0
19,11500X100005.png,41,1
19,11500X100005.png,42,1
19,11500X100005.png,43,1
19,11500X100005.png,44,1
19,11500X100005.png,45,1
19,11500X100005.png,46,1
19,11500X100005.png,47,1
19,11500X100005.png,48,1
19,11500X100005.png,49,1
19,11500X100005.png,50,1
19,11500X100005.png,51,1
19,11500X100005.png,52,1
19,11500X100005.png,53,1
19,11500X100005.png,54,1
19,11500X100005.png,55,1
19,11500X100005.png,56,1
19,11500X100005.png,57,1
19,11500X100005.png,58,1
19,11500X100005.png,59,1
19,11500X100005.png,60,1
19,11500X100005.png,61,1
19,11500X100005.png,62,1
19,11500X100005.png,63,1
19,11500X100005.png,64,1
19,11500X100005.png,65,1
19,11500X100005.png,66,1
19,11500X100005.png,67,0
19,11500X100005.png,68,1
19,11500X100005.png,69,1
19,11500X100005.png,70,1
19,11500X100005.png,71,1
19,11500X100005.png,72,1
19,11500X100005.png,73,1
19,11500X100005.png,74,0
19,11500X100005.png,75,1
19,11500X100005.png,76,1
19,11500X100005.png,77,1
19,11500X100005.png,78,0
19,11500X100005.png,79,1
19,11500X100005.png,80,1
19,11500X100005.png,81,1
19,11500X100005.png,82,1
19,11500X100005.png,83,1
19,11500X100005.png,84,0
19,11500X100005.png,85,1
19,11500X100005.png,86,1
19,11500X100005.png,87,1
19,11500X100005.png,88,0
19,11500X100005.png,89,1
19,11500X100005.png,90,0
19,11500X100005.png,91,1
19,11500X100005.png,92,1
19,11500X100005.png,93,1
19,11500X100005.png,94,1
19,11500X100005.png,95,1
20,11500X100006.png,1,1
20,11500X100006.png,2,0
20,11500X100006.png,3,1
20,11500X100006.png,4,0
20,11500X100006.png,5,1
20,11500X100006.png,6,1
20,11500X100006.png,7,1
20,11500X100006.png,8,1
20,11500X100006.png,9,1
20,11500X100006.png,10,0
20,11500X100006.png,11,1
20,11500X100006.png,12,1
20,11500X100006.png,13,1
20,11500X100006.png,14,0
20,11500X100006.png,15,0
20,11500X100006.png,16,0
20,11500X100006.png,17,1
20,11500X100006.png,18,1
20,11500X100006.png,19,1
20,11500X100006.png,20,1
20,11500X100006.png,21,1
20,11500X100006.png,22,0
20,11500X100006.png,23,1
20,11500X100006.png,24,1
20,11500X100006.png,25,1
20,11500X100006.png,26,1
20,11500X100006.png,27,1
20,11500X100006.png,28,1
20,11500X100006.png,29,1
20,11500X100006.png,30,1
20,11500X100006.png,31,1
20,11500X100006.png,32,1
20,11500X100006.png,33,1
20,11500X100006.png,34,1
20,11500X100006.png,35,1
20,11500X100006.png,36,1
20,11500X100006.png,37,1
20,11500X100006.png,38,1
20,11500X100006.png,39,1
20,11500X100006.png,40,1
20,11500X100006.png,41,1
20,11500X100006.png,42,1
20,11500X100006.png,43,1
20,11500X100006.png,44,0
20,11500X100006.png,45,1
20,11500X100006.png,46,1
20,11500X100006.png,47,1
20,11500X100006.png,48,1
20,11500X100006.png,49,1
20,11500X100006.png,50,1
20,11500X100006.png,51,1
