label,area,equivalent_diameter,eccentricity,solidity,perimeter,circularity,mean_intensity,max_intensity,min_intensity,image_index,image_name
14,126.0,12.666024736934256,0.8795703298650567,0.6923076923076923,60.04163056034261,0.4392132702392166,0.5873293424370177,0.8483956070924596,0.5130989631265722,0,11500X00.png
15,56.0,8.444016491289505,0.9275588416253248,0.9032258064516129,29.899494936611667,0.7871729947365891,0.5791722542136678,0.6181974354254862,0.557580219645377,0,11500X00.png
16,59.0,8.667244841319219,0.8481723628824609,0.9076923076923077,29.899494936611667,0.8293429765974778,0.5300741128966007,0.598809742929014,0.5190502484815019,0,11500X00.png
17,51.0,8.058239062071396,0.8535268369112562,0.9272727272727272,26.485281374238568,0.913631064824068,0.5871646161378841,0.6242100742376833,0.5478250199398736,0,11500X00.png
18,103.0,11.451797811161432,0.8303268204199087,0.7410071942446043,46.14213562373095,0.6079273832357721,0.6065772097519831,0.8051414197190012,0.5165961101908092,0,11500X00.png
19,3606.0,67.75914549575575,0.33887164879714343,0.882525697503671,279.5573952066306,0.579820566477523,0.37578094222780833,0.7772869501196392,0.0981041781704399,0,11500X00.png
20,50.0,7.978845608028654,0.8639679888468041,0.6329113924050633,34.14213562373095,0.5390120844526473,0.5824676360512915,0.6383827228664335,0.5072090312289097,0,11500X00.png
21,78.0,9.965574970333758,0.7982649751556835,0.8764044943820225,34.62741699796952,0.8174557873098759,0.5793764286309839,0.9336769126940303,0.5124240750966317,0,11500X00.png
22,83.0,10.280023453913834,0.8979722685835099,0.9431818181818182,36.692388155425114,0.7747043564842985,0.602270669277515,0.6295478250199399,0.5555555555555556,0,11500X00.png
23,90.0,10.704744696916627,0.8889707516402684,0.8411214953271028,41.45584412271571,0.658083266918364,0.593459721455304,0.8236701638137309,0.515000920301859,0,11500X00.png
24,4041.0,71.72977763993691,0.5992787148467468,0.7931305201177625,373.0609665440988,0.3648707860541103,0.3936347936443041,0.8130560157064851,0.06577090619056383,0,11500X00.png
25,3643.0,68.10588565953898,0.3711229459045706,0.8596035865974516,289.73506473629425,0.5453394538468956,0.37635590003761876,0.8646542732682987,0.06215105221179214,0,11500X00.png
26,248.0,17.769732893161912,0.675661814077953,0.8131147540983606,75.35533905932736,0.5488244973295088,0.5865647803447273,0.7695564145039573,0.47481440579176637,0,11500X00.png
27,2178.0,52.66038101298911,0.5988110452744665,0.9268085106382978,197.48023074035524,0.701811511486408,0.393524286250555,0.6662985459230628,0.09792011779863795,0,11500X00.png
28,64.0,9.0270333367641,0.5585485114841695,0.8767123287671232,30.14213562373095,0.8852008021443687,0.6249961654089208,0.8877231732008098,0.598625682557212,0,11500X00.png
1,341.0,20.83685880248485,0.9744434160959384,0.7948717948717948,103.45584412271572,0.4003632313998124,0.5822065258128029,0.8579667464261611,0.4620528866801644,1,11500X01.png
2,1004.0,35.75377606511099,0.8939395447861163,0.8373644703919934,167.77564927611033,0.44821431256294125,0.45833256947056855,0.7601079820847905,0.23860359531259587,1,11500X01.png
3,3726.0,68.8773587159323,0.593836274018235,0.9227340267459139,269.56349186104046,0.6443629596408236,0.40061265197865553,0.7274065893613105,0.0292042456592429,1,11500X01.png
4,63.0,8.95623198216277,0.8592011213181859,0.8873239436619719,30.727922061357855,0.8384632424818957,0.6076163987078764,0.633842567028652,0.5839622062703234,1,11500X01.png
5,53.0,8.214724333230155,0.6844723306185838,0.7464788732394366,29.556349186104043,0.7624022267226648,0.5728306054197096,0.7234186146389349,0.5451254678201116,1,11500X01.png
6,50.0,7.978845608028654,0.865068676865494,0.9615384615384616,25.899494936611667,0.9366930077176154,0.6064138904227252,0.6336585066568501,0.5691760230688999,1,11500X01.png
7,58.0,8.593479713983122,0.7131236476782825,0.9830508474576272,25.899494936611667,1.0865638889524338,0.5914367498746484,0.6356831707466716,0.5096631695196024,1,11500X01.png
8,9771.0,111.53843997298543,0.6404743460768544,0.890620727372163,500.3279938488576,0.4905002937028069,0.4092433771215928,0.7586968525676422,0.0,1,11500X01.png
9,86.0,10.464157913908982,0.8532882558131897,0.8958333333333334,37.384776310850235,0.7732478879153051,0.613873443512728,0.6443953616786305,0.5341431989692619,1,11500X01.png
10,7225.0,95.91222920311857,0.6301305408627004,0.8387508706756442,480.1503243191939,0.39381591443000635,0.4186630848136182,0.8186391803178109,0.012700165654334622,1,11500X01.png
11,64.0,9.0270333367641,0.864353640390497,0.6808510638297872,39.55634918610404,0.5139932717015793,0.621459713786122,0.6394870850972453,0.5464138904227254,1,11500X01.png
12,141.0,13.398760233979036,0.9224957944821788,0.834319526627219,54.04163056034261,0.6066973364017398,0.6087942566201904,0.6813301429535554,0.5556782624700902,1,11500X01.png
13,74.0,9.706684619910241,0.9036932406967192,0.7474747474747475,39.79898987322333,0.5870802692440528,0.5516347379958644,0.6883244370820296,0.5143873857291859,1,11500X01.png
14,126.0,12.666024736934256,0.8795703298650567,0.6923076923076923,60.04163056034261,0.4392132702392166,0.5873293424370177,0.8483956070924596,0.5130989631265722,1,11500X01.png
15,56.0,8.444016491289505,0.9275588416253248,0.9032258064516129,29.899494936611667,0.7871729947365891,0.5791722542136678,0.6181974354254862,0.557580219645377,1,11500X01.png
16,59.0,8.667244841319219,0.8481723628824609,0.9076923076923077,29.899494936611667,0.8293429765974778,0.5300741128966007,0.598809742929014,0.5190502484815019,1,11500X01.png
17,51.0,8.058239062071396,0.8535268369112562,0.9272727272727272,26.485281374238568,0.913631064824068,0.5871646161378841,0.6242100742376833,0.5478250199398736,1,11500X01.png
18,103.0,11.451797811161432,0.8303268204199087,0.7410071942446043,46.14213562373095,0.6079273832357721,0.6065772097519831,0.8051414197190012,0.5165961101908092,1,11500X01.png
19,3606.0,67.75914549575575,0.33887164879714343,0.882525697503671,279.5573952066306,0.579820566477523,0.37578094222780833,0.7772869501196392,0.0981041781704399,1,11500X01.png
20,50.0,7.978845608028654,0.8639679888468041,0.6329113924050633,34.14213562373095,0.5390120844526473,0.5824676360512915,0.6383827228664335,0.5072090312289097,1,11500X01.png
21,78.0,9.965574970333758,0.7982649751556835,0.8764044943820225,34.62741699796952,0.8174557873098759,0.5793764286309839,0.9336769126940303,0.5124240750966317,1,11500X01.png
22,83.0,10.280023453913834,0.8979722685835099,0.9431818181818182,36.692388155425114,0.7747043564842985,0.602270669277515,0.6295478250199399,0.5555555555555556,1,11500X01.png
23,90.0,10.704744696916627,0.8889707516402684,0.8411214953271028,41.45584412271571,0.658083266918364,0.593459721455304,0.8236701638137309,0.515000920301859,1,11500X01.png
24,4041.0,71.72977763993691,0.5992787148467468,0.7931305201177625,373.0609665440988,0.3648707860541103,0.3936347936443041,0.8130560157064851,0.06577090619056383,1,11500X01.png
25,3643.0,68.10588565953898,0.3711229459045706,0.8596035865974516,289.73506473629425,0.5453394538468956,0.37635590003761876,0.8646542732682987,0.06215105221179214,1,11500X01.png
26,248.0,17.769732893161912,0.675661814077953,0.8131147540983606,75.35533905932736,0.5488244973295088,0.5865647803447273,0.7695564145039573,0.47481440579176637,1,11500X01.png
27,2178.0,52.66038101298911,0.5988110452744665,0.9268085106382978,197.48023074035524,0.701811511486408,0.393524286250555,0.6662985459230628,0.09792011779863795,1,11500X01.png
28,64.0,9.0270333367641,0.5585485114841695,0.8767123287671232,30.14213562373095,0.8852008021443687,0.6249961654089208,0.8877231732008098,0.598625682557212,1,11500X01.png
1,99.0,11.227230955528665,0.8427497340355181,0.8608695652173913,42.384776310850235,0.6925087539760468,0.5164129836787089,0.5936793202518491,0.4672657252888318,2,11500X02.png
2,84.0,10.341765891652821,0.9410557636167428,0.6412213740458015,49.21320343559643,0.4358387889149588,0.545172454946891,0.6658719970658353,0.49727978482792345,2,11500X02.png
3,50.0,7.978845608028654,0.8918280945622555,0.8928571428571429,27.899494936611667,0.8072112123070891,0.517157527966257,0.562503820526927,0.4806528516412984,2,11500X02.png
4,2428.0,55.60059005637418,0.3047070300564101,0.8462879051934472,239.76450198781708,0.5307485021003289,0.34938045277939495,0.7724188520080689,0.08741365609144813,2,11500X02.png
5,2762.0,59.30166627134957,0.5403725446524721,0.9312204989885368,215.9655121145938,0.7441572740314317,0.3392338868045761,0.6419096521792286,0.06925851213399352,2,11500X02.png
6,2951.0,61.29706270706179,0.7040805604075299,0.9077207013226699,236.97160876900367,0.6603686379373847,0.35921124976900765,0.6071275750351488,0.019927868451616846,2,11500X02.png
7,51.0,8.058239062071396,0.6900951368160805,0.9272727272727272,25.692388155425117,0.9708923762155199,0.5480954898005416,0.565499113637753,0.5382358334861544,2,11500X02.png
8,6343.0,89.86744923639002,0.7193946364607625,0.8477679764768778,407.5168106668145,0.4799693643455966,0.3180668570793676,0.7128797603765511,0.0067241273916498565,2,11500X02.png
9,5282.0,82.00762937246223,0.7489144397023504,0.9340406719717065,316.63455967290594,0.6620512820370612,0.3363578366220128,0.6828045724066263,0.0,2,11500X02.png
10,78.0,9.965574970333758,0.7359330403319811,0.7090909090909091,44.04163056034261,0.5053330320065702,0.49322649964498494,0.8187542025796197,0.41775169631395564,2,11500X02.png
11,58.0,8.593479713983122,0.8433982475519405,0.7631578947368421,33.798989873223334,0.6380143040459905,0.5203578753443744,0.7584204413472706,0.4720948713246531,2,11500X02.png
12,81.0,10.155412503859614,0.9192392255801879,0.8526315789473684,38.72792206135785,0.6786509972998932,0.5020666692325515,0.6528516412983679,0.39061067302402347,2,11500X02.png
13,81.0,10.155412503859614,0.653941412667149,0.826530612244898,38.970562748477136,0.6702263968263166,0.5112502726252549,0.5642765450210893,0.45717953420135704,2,11500X02.png
14,4839.0,78.49335103671808,0.49776000453618524,0.8682935582271667,337.54015126392744,0.5337213855290159,0.31360416070493924,0.8193043584571184,0.020722538052448194,2,11500X02.png
15,78.0,9.965574970333758,0.560019827259279,0.7572815533980582,40.970562748477136,0.5839297581570346,0.5486025883971969,0.7653279540314201,0.5170242679870408,2,11500X02.png
16,86.0,10.464157913908982,0.9367639722193842,0.7288135593220338,43.07716446627535,0.5823902538829833,0.5360060673521582,0.7103123662815576,0.47191148603215355,2,11500X02.png
17,2647.0,58.05398414332969,0.5240083152068714,0.9330278463165316,212.89444430272835,0.7338970616052111,0.34365420032338717,0.6436212482425576,0.018521914542453694,2,11500X02.png
18,89.0,10.645107772184812,0.936402869628218,0.7672413793103449,44.90559159102155,0.5546244694200231,0.5511394270823674,0.7866006479613669,0.5283941561220123,2,11500X02.png
19,30.0,6.180387232371033,0.8809799124041878,0.967741935483871,20.035533905932738,0.9391377084524769,0.5452798663324979,0.5643988018827557,0.5203863316828657,2,11500X02.png
20,37.0,6.863662517577698,0.8287797552848144,0.8809523809523809,23.31370849898476,0.8554386414163334,0.5309004217861727,0.5796809095910508,0.5022311877254111,2,11500X02.png
21,60.0,8.740387444736633,0.8780398975330176,0.9523809523809523,29.899494936611664,0.8433996372177742,0.5256617152637691,0.6388532306375695,0.47545693502047803,2,11500X02.png
22,151.0,13.86575534383214,0.645467318611786,0.755,61.4558441227157,0.5024124984712948,0.5364683717045805,0.6559691912708601,0.42863255700226177,2,11500X02.png
23,53.0,8.214724333230155,0.5707234542293328,0.8983050847457628,26.727922061357855,0.9322992635626204,0.5293583706159093,0.5466715569411333,0.5168408826945412,2,11500X02.png
24,155.0,14.048207338801282,0.8975953534291041,0.6858407079646017,69.35533905932738,0.4049316878732849,0.5081318559971921,0.6722293538724861,0.454123112659698,2,11500X02.png
25,65.0,9.09728368293446,0.852803688287338,0.7303370786516854,34.62741699796952,0.6812131560915632,0.5586517889470393,0.7098233388348921,0.48120300751879697,2,11500X02.png
26,3838.0,69.90488804578372,0.5570678851438904,0.9277254048827653,269.7056274847714,0.6630325017438714,0.3701295906806506,0.6143407298734641,0.014548566538296961,2,11500X02.png
27,69.0,9.373021315815206,0.929870200846095,0.8518518518518519,35.55634918610404,0.685842872333386,0.51710754440006,0.7323186013815025,0.4695886056604927,2,11500X02.png
28,97.0,11.11324596323283,0.7562154999857251,0.8660714285714286,38.384776310850235,0.8273010397200262,0.4846614902859361,0.8600158933920167,0.41793508160645515,2,11500X02.png
29,3453.0,66.30607926857473,0.47174205487499066,0.8797452229299363,274.1848122046001,0.577191136707949,0.3380743538757612,0.6897120850907758,0.07659392383397519,2,11500X02.png
30,85.0,10.403141895720198,0.7754502220362965,0.8018867924528302,39.3492424049175,0.6898521771007259,0.5066705501199196,0.6308454061984229,0.4118222385231371,2,11500X02.png
31,68.0,9.304852983362556,0.9021813466542042,0.918918918918919,32.14213562373095,0.8271215157634514,0.5630710564071586,0.7838498685738737,0.49886912402958616,2,11500X02.png
32,66.0,9.166995688475081,0.9283007722243988,0.8461538461538461,34.14213562373095,0.7114959514774943,0.5429121584448927,0.5618925362185953,0.5058377651445687,2,11500X02.png
33,197.0,15.837556323903858,0.6556615285554813,0.6566666666666666,77.49747468305833,0.4121933570571686,0.5519642861021564,0.76398312855309,0.42392566782810687,2,11500X02.png
34,36.0,6.770275002573076,0.6965445531232167,0.9473684210526315,20.82842712474619,1.042796139240455,0.45690785228654285,0.5561464637202763,0.4280212726939299,2,11500X02.png
35,148.0,13.727325035155395,0.9264011357321127,0.7047619047619048,65.49137802864846,0.43361402629247786,0.5333467981093142,0.8808606883061312,0.4218473011797787,2,11500X02.png
36,793.0,31.775445850136926,0.936270970660585,0.9001135073779796,139.6335136523794,0.5110974549804268,0.3709627774107246,0.5968579986551745,0.12537441163885324,2,11500X02.png
1,99.0,11.227230955528665,0.8427497340355181,0.8608695652173913,42.384776310850235,0.6925087539760468,0.5164129836787089,0.5936793202518491,0.4672657252888318,3,11500X03.png
2,84.0,10.341765891652821,0.9410557636167428,0.6412213740458015,49.21320343559643,0.4358387889149588,0.545172454946891,0.6658719970658353,0.49727978482792345,3,11500X03.png
3,50.0,7.978845608028654,0.8918280945622555,0.8928571428571429,27.899494936611667,0.8072112123070891,0.517157527966257,0.562503820526927,0.4806528516412984,3,11500X03.png
4,2428.0,55.60059005637418,0.3047070300564101,0.8462879051934472,239.76450198781708,0.5307485021003289,0.34938045277939495,0.7724188520080689,0.08741365609144813,3,11500X03.png
5,2762.0,59.30166627134957,0.5403725446524721,0.9312204989885368,215.9655121145938,0.7441572740314317,0.3392338868045761,0.6419096521792286,0.06925851213399352,3,11500X03.png
6,2951.0,61.29706270706179,0.7040805604075299,0.9077207013226699,236.97160876900367,0.6603686379373847,0.35921124976900765,0.6071275750351488,0.019927868451616846,3,11500X03.png
7,51.0,8.058239062071396,0.6900951368160805,0.9272727272727272,25.692388155425117,0.9708923762155199,0.5480954898005416,0.565499113637753,0.5382358334861544,3,11500X03.png
8,6343.0,89.86744923639002,0.7193946364607625,0.8477679764768778,407.5168106668145,0.4799693643455966,0.3180668570793676,0.7128797603765511,0.0067241273916498565,3,11500X03.png
9,5282.0,82.00762937246223,0.7489144397023504,0.9340406719717065,316.63455967290594,0.6620512820370612,0.3363578366220128,0.6828045724066263,0.0,3,11500X03.png
10,78.0,9.965574970333758,0.7359330403319811,0.7090909090909091,44.04163056034261,0.5053330320065702,0.49322649964498494,0.8187542025796197,0.41775169631395564,3,11500X03.png
11,58.0,8.593479713983122,0.8433982475519405,0.7631578947368421,33.798989873223334,0.6380143040459905,0.5203578753443744,0.7584204413472706,0.4720948713246531,3,11500X03.png
12,81.0,10.155412503859614,0.9192392255801879,0.8526315789473684,38.72792206135785,0.6786509972998932,0.5020666692325515,0.6528516412983679,0.39061067302402347,3,11500X03.png
13,81.0,10.155412503859614,0.653941412667149,0.826530612244898,38.970562748477136,0.6702263968263166,0.5112502726252549,0.5642765450210893,0.45717953420135704,3,11500X03.png
14,4839.0,78.49335103671808,0.49776000453618524,0.8682935582271667,337.54015126392744,0.5337213855290159,0.31360416070493924,0.8193043584571184,0.020722538052448194,3,11500X03.png
15,78.0,9.965574970333758,0.560019827259279,0.7572815533980582,40.970562748477136,0.5839297581570346,0.5486025883971969,0.7653279540314201,0.5170242679870408,3,11500X03.png
16,86.0,10.464157913908982,0.9367639722193842,0.7288135593220338,43.07716446627535,0.5823902538829833,0.5360060673521582,0.7103123662815576,0.47191148603215355,3,11500X03.png
17,2647.0,58.05398414332969,0.5240083152068714,0.9330278463165316,212.89444430272835,0.7338970616052111,0.34365420032338717,0.6436212482425576,0.018521914542453694,3,11500X03.png
18,89.0,10.645107772184812,0.936402869628218,0.7672413793103449,44.90559159102155,0.5546244694200231,0.5511394270823674,0.7866006479613669,0.5283941561220123,3,11500X03.png
19,30.0,6.180387232371033,0.8809799124041878,0.967741935483871,20.035533905932738,0.9391377084524769,0.5452798663324979,0.5643988018827557,0.5203863316828657,3,11500X03.png
20,37.0,6.863662517577698,0.8287797552848144,0.8809523809523809,23.31370849898476,0.8554386414163334,0.5309004217861727,0.5796809095910508,0.5022311877254111,3,11500X03.png
21,60.0,8.740387444736633,0.8780398975330176,0.9523809523809523,29.899494936611664,0.8433996372177742,0.5256617152637691,0.6388532306375695,0.47545693502047803,3,11500X03.png
22,151.0,13.86575534383214,0.645467318611786,0.755,61.4558441227157,0.5024124984712948,0.5364683717045805,0.6559691912708601,0.42863255700226177,3,11500X03.png
23,53.0,8.214724333230155,0.5707234542293328,0.8983050847457628,26.727922061357855,0.9322992635626204,0.5293583706159093,0.5466715569411333,0.5168408826945412,3,11500X03.png
24,155.0,14.048207338801282,0.8975953534291041,0.6858407079646017,69.35533905932738,0.4049316878732849,0.5081318559971921,0.6722293538724861,0.454123112659698,3,11500X03.png
25,65.0,9.09728368293446,0.852803688287338,0.7303370786516854,34.62741699796952,0.6812131560915632,0.5586517889470393,0.7098233388348921,0.48120300751879697,3,11500X03.png
26,3838.0,69.90488804578372,0.5570678851438904,0.9277254048827653,269.7056274847714,0.6630325017438714,0.3701295906806506,0.6143407298734641,0.014548566538296961,3,11500X03.png
27,69.0,9.373021315815206,0.929870200846095,0.8518518518518519,35.55634918610404,0.685842872333386,0.51710754440006,0.7323186013815025,0.4695886056604927,3,11500X03.png
28,97.0,11.11324596323283,0.7562154999857251,0.8660714285714286,38.384776310850235,0.8273010397200262,0.4846614902859361,0.8600158933920167,0.41793508160645515,3,11500X03.png
29,3453.0,66.30607926857473,0.47174205487499066,0.8797452229299363,274.1848122046001,0.577191136707949,0.3380743538757612,0.6897120850907758,0.07659392383397519,3,11500X03.png
30,85.0,10.403141895720198,0.7754502220362965,0.8018867924528302,39.3492424049175,0.6898521771007259,0.5066705501199196,0.6308454061984229,0.4118222385231371,3,11500X03.png
31,68.0,9.304852983362556,0.9021813466542042,0.918918918918919,32.14213562373095,0.8271215157634514,0.5630710564071586,0.7838498685738737,0.49886912402958616,3,11500X03.png
32,66.0,9.166995688475081,0.9283007722243988,0.8461538461538461,34.14213562373095,0.7114959514774943,0.5429121584448927,0.5618925362185953,0.5058377651445687,3,11500X03.png
33,197.0,15.837556323903858,0.6556615285554813,0.6566666666666666,77.49747468305833,0.4121933570571686,0.5519642861021564,0.76398312855309,0.42392566782810687,3,11500X03.png
34,36.0,6.770275002573076,0.6965445531232167,0.9473684210526315,20.82842712474619,1.042796139240455,0.45690785228654285,0.5561464637202763,0.4280212726939299,3,11500X03.png
35,148.0,13.727325035155395,0.9264011357321127,0.7047619047619048,65.49137802864846,0.43361402629247786,0.5333467981093142,0.8808606883061312,0.4218473011797787,3,11500X03.png
36,793.0,31.775445850136926,0.936270970660585,0.9001135073779796,139.6335136523794,0.5110974549804268,0.3709627774107246,0.5968579986551745,0.12537441163885324,3,11500X03.png
1,2854.0,60.28122145970629,0.6122724533684263,0.8857852265673495,242.3086578651014,0.6108378904815208,0.31868623975316335,0.701904176904177,0.022788697788697788,4,11500X04.png
2,45.0,7.569397566060481,0.9176417609895207,0.9,27.79898987322333,0.7317527228965729,0.554144144144144,0.807923832923833,0.5246928746928747,4,11500X04.png
3,51.0,8.058239062071396,0.6647615706844625,0.7727272727272727,29.970562748477143,0.7134938677328965,0.5806474924121982,0.6226044226044226,0.5248157248157248,4,11500X04.png
4,82.0,10.217907939900583,0.8049324463400407,0.7256637168141593,36.72792206135786,0.7638903083693425,0.5787798885359862,0.6964987714987715,0.5114864864864865,4,11500X04.png
5,52.0,8.136857890256438,0.8509527593169492,0.6753246753246753,32.10660171779821,0.6339055094264874,0.5468779531279531,0.5874078624078624,0.5023955773955774,4,11500X04.png
6,6587.0,91.57963136620783,0.45601486528216856,0.9058030803080308,383.91883092036784,0.5615891370846998,0.41073044627773636,0.7361179361179361,0.0,4,11500X04.png
7,157.0,14.138550439257221,0.5374155096402774,0.6408163265306123,70.56244584051393,0.39624360353350346,0.5787324527770388,0.62002457002457,0.5091523341523342,4,11500X04.png
8,1514.0,43.9054059396908,0.7730074463567665,0.7869022869022869,190.58073580374355,0.5238147704877786,0.4236321766704858,0.7802211302211303,0.16326781326781326,4,11500X04.png
9,82.0,10.217907939900583,0.9046770951550278,0.7130434782608696,39.3492424049175,0.6655044532030532,0.5619516689638641,0.6998157248157248,0.5055282555282555,4,11500X04.png
10,4068.0,71.96901046966424,0.46073826622334674,0.8820468343451865,309.9482681718907,0.5321234278889776,0.3591758441869062,0.7180589680589681,0.012899262899262898,4,11500X04.png
11,94.0,10.940041919714261,0.9342635827550269,0.7580645161290323,48.8700576850888,0.4945976109961351,0.5912096816352136,0.6119164619164619,0.5413390663390664,4,11500X04.png
12,50.0,7.978845608028654,0.849519769526426,0.8064516129032258,28.106601717798213,0.7953589806573074,0.571482800982801,0.6002457002457002,0.5351351351351351,4,11500X04.png
13,106.0,11.617374563210365,0.927686987997746,0.8346456692913385,46.384776310850235,0.6191056909436442,0.5727846414167169,0.6006756756756757,0.5386977886977887,4,11500X04.png
14,173.0,14.841510746523857,0.9023373942990339,0.6200716845878136,75.698484809835,0.37938625606902465,0.560800869182372,0.7290540540540541,0.44852579852579855,4,11500X04.png
15,71.0,9.507891862878783,0.9490959320637808,0.9102564102564102,36.42031021678297,0.6726372762842476,0.5815560438799875,0.7,0.4817567567567568,4,11500X04.png
16,54.0,8.291859587312052,0.8542899060404598,0.782608695652174,28.349242404917497,0.8443465028491657,0.5977955227955227,0.7596437346437347,0.5109336609336609,4,11500X04.png
17,204.0,16.11647812414279,0.8755488642077279,0.6868686868686869,78.80508652763321,0.4127922461949014,0.5921276557305969,1.0,0.48740786240786244,4,11500X04.png
18,84.0,10.341765891652821,0.7574058800612087,0.8316831683168316,35.798989873223334,0.8236592974532841,0.5723543348543346,0.7835995085995086,0.4995085995085995,4,11500X04.png
19,68.0,9.304852983362556,0.82284035395775,0.918918918918919,32.72792206135786,0.7977777362806815,0.5344865587512646,0.6106879606879607,0.4847051597051597,4,11500X04.png
20,3924.0,70.68374617647807,0.3167707172040818,0.9108635097493036,278.0071426749364,0.638009219434648,0.37845808694432553,0.7428746928746929,0.017874692874692875,4,11500X04.png
21,74.0,9.706684619910241,0.9435431049465319,0.7326732673267327,44.62741699796952,0.4669152749177186,0.5809134072647585,0.8963759213759214,0.46676904176904177,4,11500X04.png
22,220.0,16.73656774376801,0.5213714975172231,0.694006309148265,82.76955262170047,0.40354440398022257,0.5595231181594819,0.8942260442260442,0.4476044226044226,4,11500X04.png
23,55.0,8.368283871884005,0.4112210674863095,0.9166666666666666,26.727922061357855,0.9674803678480023,0.5662888094706277,0.5996314496314497,0.5125307125307126,4,11500X04.png
24,352.0,21.17026971360491,0.9591476006695607,0.7668845315904139,112.77564927611036,0.34779381566104445,0.5736366079405852,0.8458845208845209,0.46873464373464374,4,11500X04.png
25,67.0,9.23618154310838,0.9165266413272827,0.7790697674418605,37.21320343559643,0.6079817630918632,0.5630652022443066,0.7347051597051597,0.48114250614250614,4,11500X04.png
26,5.0,2.5231325220201604,0.816496580927726,1.0,5.207106781186548,2.3173247538676778,0.4978009828009828,0.5032555282555282,0.4941646191646192,4,11500X04.png
27,66.0,9.166995688475081,0.7705108943296813,1.0,28.14213562373095,1.047224264056959,0.5764453503089866,0.9952702702702703,0.5108722358722358,4,11500X04.png
28,107.0,11.67204486311899,0.9039737619684415,0.781021897810219,47.491378028648455,0.5961617373578568,0.5573537853911685,0.9955159705159705,0.4818181818181818,4,11500X04.png
29,85.0,10.403141895720198,0.6237985006803339,0.9239130434782609,33.55634918610404,0.9485918297408359,0.548894348894349,0.789066339066339,0.5227886977886977,4,11500X04.png
30,94.0,10.940041919714261,0.943807113226668,0.562874251497006,60.35533905932738,0.3242696700067126,0.5603501228501229,0.7681203931203932,0.48415233415233416,4,11500X04.png
31,2.0,1.5957691216057308,1.0,1.0,1e-10,2.513274122871834e+21,0.5699017199017199,0.5699017199017199,0.5699017199017199,4,11500X04.png
32,54.0,8.291859587312052,0.9315858667443524,0.9,30.727922061357855,0.7186827792701963,0.58490080990081,0.6017813267813268,0.5474201474201474,4,11500X04.png
33,67.0,9.23618154310838,0.5287467903635132,0.9054054054054054,30.86396103067893,0.883855650704022,0.5366515090395687,0.6094594594594595,0.47094594594594597,4,11500X04.png
34,147.0,13.680870333281758,0.8034097217250881,0.8448275862068966,53.83452377915607,0.6373902963965499,0.5520838556552843,0.7537469287469287,0.438022113022113,4,11500X04.png
35,67.0,9.23618154310838,0.9064805058438882,0.7282608695652174,36.97056274847714,0.6159884147646844,0.6027787964355129,0.8661547911547911,0.5858722358722359,4,11500X04.png
36,22.0,5.292567428401227,0.9231299687983135,0.8148148148148148,16.071067811865476,1.070392549811525,0.5688323654232745,0.6101965601965602,0.47536855036855036,4,11500X04.png
